"country_code","os_name","os_version","browser_name","browser_version","browser_language","screen_resolution","device_type","type","path","title","referrer_host","referrer_path","utm_source","utm_medium","utm_campaign","utm_term","utm_content","viewport_width","viewport_height","formatted_date"
"US","iOS","16.2","Safari","16.1","en","414x896","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","808","331","2023-01-21"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-21"
"ZA","Android","12","Chrome","108.0.0.0","en","360x806","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","360","674","2023-01-21"
"GB","Android","11","Chrome","109.0.0.0","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","360","648","2023-01-21"
"UA","iOS","16.0","Safari","16.0","cy","375x667","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","375","628","2023-01-21"
"GB","Android","11","Chrome","109.0.0.0","en","360x780","mobile","pageview","/","User session analytics - Simple Site Analytics","","","","","","","","360","648","2023-01-21"
"US","iOS","15.4.1","Facebook","","en","320x568","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","320","440","2023-01-21"
"US","iOS","15.6.1","Safari","15.6.1","en","414x896","mobile","landing_page","/","User session analytics - Simple Site Analytics","","","","","","","","414","715","2023-01-21"
"CA","iOS","16.2","Facebook","","en","320x693","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","320","518","2023-01-21"
"US","Android","13","Chrome","109.0.0.0","en","360x780","mobile","landing_page","/","User session analytics - Simple Site Analytics","googleads.g.doubleclick.net","/","","","","","","360","682","2023-01-21"
